GreLibra;2015-12-30 20:34;7;3;Deputata grillina:”Vietare il burqa è razzismo” | Qelsi   .........;;;;"""682298790771036161""";"https://twitter.com/GreLibra/status/682298790771036161
";-1;1
BlitzQuotidiano;2015-12-29 13:36;0;0;Presepe-barcone, Gesù-migrante. Lega contro scuola ;;;;"""681816047280898049""";"https://twitter.com/BlitzQuotidiano/status/681816047280898049
";-1;1
d_gerbino;2015-12-29 10:54;1;0;più IMMIGRATI più TASSE più DISOCCUPATI più INSICUREZZA Questo è il vero bilancio di un anno di #GovernoRenzi @SkyTG24;;@;#;"""681790468137598976""";"https://twitter.com/d_gerbino/status/681790468137598976
";-1;1
_marco_merlin;2015-12-30 09:51;0;0;@angealfa Prova con calma vedrai che esiste l'autolspulsione, vergognati di esistere, 65 espulsioni su 6.000.000 di sbarchi clandestini.;;@;;"""682121883337265152""";"https://twitter.com/_marco_merlin/status/682121883337265152
";-1;1
MarcoDiMaro;2015-12-30 12:33;0;1;3) Tutti i nomi di questi giovani stranieri sono per fomentare in caso di arrivo di calciatori normali come Poli.;;;;"""682177610764390401""";"https://twitter.com/MarcoDiMaro/status/682177610764390401
";-1;1
GdrNotizie;2015-12-28 23:48;0;0;Il Riksdag approva la cittadinanza agli immigrati: di: Sverige_in: Svezia ;;;;"""681622663085735936""";"https://twitter.com/GdrNotizie/status/681622663085735936
";0;1
gethisway;2015-12-29 22:00;0;0;@sknlovee @badboywengy @shazdows yo la conocì en un mare el camino del barcone;;@ @ @;;"""681942963061166084""";"https://twitter.com/gethisway/status/681942963061166084
";;0
DlxMorgana;2015-12-30 23:35;0;1;@AlbertoAllegri2 @pa__rm Giusto e poi non sono profughi,vengono solo a togliere a noi,sono parassiti!;;@ @;;"""682344383606173696""";"https://twitter.com/DlxMorgana/status/682344383606173696
";-1;1
_marco_merlin;2015-12-30 09:51;0;0;@angealfa Prova con calma vedrai che esiste l'autolspulsione, vergognati di esistere, 65 espulsioni su 6.000.000 di sbarchi clandestini.;;@;;"""682121883337265152""";"https://twitter.com/_marco_merlin/status/682121883337265152
";-1;1
pinu_mi;2015-12-30 10:23;27;16;SOLO CHI E' IN MALAFEDE NN AMMETTE CHE QUESTA E' LA VERITA' Sbarchi? Un’«invasione programmata», parola di nigeriano  ;;;;"""682129753424441344""";"https://twitter.com/pinu_mi/status/682129753424441344
";-1;1
BestNaira;2015-12-30 23:40;0;0;Global migrants’ workforce hits 150million, says ILO  ;;;;"""682330457204064258""";"https://twitter.com/BestNaira/status/682330457204064258
";;0
CorsodiChimica;2015-11-30 12:09;0;0;Questo è ciò che dovrebbe preoccuparci davvero per la nostra salute. Gli immigrati non portano malattie, la... ;;;;"""671300045531148288""";"https://twitter.com/CorsodiChimica/status/671300045531148288
";1;1
MaiASinistra;2015-12-30 23:40;0;0;@CriminImmigrati Ma arrestano gli immigrati... x cosa ? Prima li fanno venire e dicono profughi e poi in galera ? FUORI!;;@CriminImmigrati;;"""682345489598124032""";"https://twitter.com/MaiASinistra/status/682345489598124032
";-1;1
matteosalvinimi;2018-12-30 11:20;837;3369;Pd disperato? Raccoglie quello che ha seminato. ;;;;"""1079321404426932224""";"https://twitter.com/matteosalvinimi/status/1079321404426932224
";0;1
Luccaindiretta;2015-12-28 12:40;0;0;Pulizia e decoro, nuovi progetti per richiedenti asilo ;;;;"""681454777318834177""";"https://twitter.com/Luccaindiretta/status/681454777318834177
";1;1
juve445;2015-12-30 12:47;0;0;La Turchia e la complicata emergenza dei profughi !YB.DRTfh  via @NewsRepublicIta;;@;;"""682181292390236160""";"https://twitter.com/juve445/status/682181292390236160
";0;1
germanitalian_;2015-12-30 23:42;0;0;Germany is hiring tens of thousands of german teachers for migrants:   via @welt;;@;;"""682330865326673923""";"https://twitter.com/germanitalian_/status/682330865326673923
";;0
matteosalvinimi;2015-12-26 16:06;281;425;Genova, 2 Carabinieri fermano senegalese per droga. Più di 40 immigrati intervengono e li pestano. Per RIPULIRE Genova serve l'Esercito!;;;;"""680766757225803776""";"https://twitter.com/matteosalvinimi/status/680766757225803776
";-1;1
matteorenzi;2015-12-23 14:24;256;584;Non ci credevano ma ;;;;"""679653771077632000""";"https://twitter.com/matteorenzi/status/679653771077632000
";0;1
giuliabottini;2015-12-30 20:23;0;0;Il Sole24 Ore: Emergenza sbarchi, piano Ue in dieci punti. Raddoppia Triton, ma rimpatrio rapido per i clandestini.  ;;;;"""682280992632102912""";"https://twitter.com/giuliabottini/status/682280992632102912
";1;1
matteorenzi;2015-12-23 14:24;256;584;Non ci credevano ma ;;;;"""679653771077632000""";"https://twitter.com/matteorenzi/status/679653771077632000
";0;1
Piovegovernolad;2015-12-29 09:03;2;3;Se anche gli immigrati perdono il lavoro... -  ;;;;"""681762399444140032""";"https://twitter.com/Piovegovernolad/status/681762399444140032
";0;1
lapapera50;2015-12-30 21:43;0;1;@LaFrancaEffe @AlemannoTW certo che no,infatti stanno provando a distruggere Inps,per le case popolari ci stanno pensando i profughi e rom;;@ @;;"""682316153247674369""";"https://twitter.com/lapapera50/status/682316153247674369
";-1;1
PairsonnalitesU;2015-12-28 16:30;0;0;#Egaylity - Unioni gay e cittadinanza a immigrati, il gennaio di Renzi  - Quelli del Pd non vogliono togliere ;;;#;"""681512504187437056""";"https://twitter.com/PairsonnalitesU/status/681512504187437056
";0;1
Cremonaoggi;2015-12-30 17:13;0;0;Radicali: 'il carcere realtà a sé stante, serve più attenzione'. Detenuti stranieri in aumento  #cremona #cremonaoggi;;;# #;"""682248131258531840""";"https://twitter.com/Cremonaoggi/status/682248131258531840
";-1;1
sathyaespino;2015-12-30 08:43;0;2;estoy en lugar más clandestino del centro tomando cerveza con mi primo mientras se come unas carnitas, así me despido de este 2015.;;;;"""682119699195277315""";"https://twitter.com/sathyaespino/status/682119699195277315
";;0
MBPellegrini;2015-12-27 16:36;0;0;una mia amica marocchina senza velo per strada A ROMA due immigrati in francese le urlano mettiti il velo puttana  ;;;;"""681136504131981312""";"https://twitter.com/MBPellegrini/status/681136504131981312
";-1;1
matteosalvinimi;2015-12-28 14:13;144;241;Oggi altri 1.000 sbarchi di immigrati in Italia: altri affari per i soliti furbi, altri problemi per gli italiani. #Renzi razzista! #Salvini;;;# #;"""681463040412352512""";"https://twitter.com/matteosalvinimi/status/681463040412352512
";-1;1
NorskNN_Int;2015-12-31 00:02;0;0;UN agency: Migrants taking sea route to Europe top 1 million in 2015 - @Reuters: UN agency:  ;;@;;"""682335956037283840""";"https://twitter.com/NorskNN_Int/status/682335956037283840
";;0
d_gerbino;2015-12-29 10:54;1;0;più IMMIGRATI più TASSE più DISOCCUPATI più INSICUREZZA Questo è il vero bilancio di un anno di #GovernoRenzi @SkyTG24;;@;#;"""681790468137598976""";"https://twitter.com/d_gerbino/status/681790468137598976
";-1;1
CorradoCingo;2015-12-17 15:07;0;0;Per gli italiani la paura di perdere il lavoro è al primo posto,più di terrorismo,immigrati,criminalità. ;;;;"""677505373897547777""";"https://twitter.com/CorradoCingo/status/677505373897547777
";-1;1
CorradoCingo;2015-12-17 15:07;0;0;Per gli italiani la paura di perdere il lavoro è al primo posto,più di terrorismo,immigrati,criminalità. ;;;;"""677505373897547777""";"https://twitter.com/CorradoCingo/status/677505373897547777
";-1;1
matteorenzi;2015-12-24 13:39;548;1181;Pompei, emozione senza fine. Faceva notizie per i crolli, adesso per i restauri. Oggi inaugurate 6 nuove domus #italiariparte;;;#;"""680004966828912640""";"https://twitter.com/matteorenzi/status/680004966828912640
";0;1
magnumceltic;2015-12-30 21:18;0;1;@ilgiornale bene ma l'idea è copiata se lo dicono i pidioti non è razzismo?;;@;;"""682309796477943808""";"https://twitter.com/magnumceltic/status/682309796477943808
";-1;1
vnewsit;2015-12-27 08:10;0;0;Caserta. In arrivo 200 nuovi immigrati, il bando di gara della Prefettura  ;;;;"""681009246066982912""";"https://twitter.com/vnewsit/status/681009246066982912
";0;1
CorsodiChimica;2015-11-30 12:09;0;0;Questo è ciò che dovrebbe preoccuparci davvero per la nostra salute. Gli immigrati non portano malattie, la... ;;;;"""671300045531148288""";"https://twitter.com/CorsodiChimica/status/671300045531148288
";1;1
cotoelgyes;2015-12-30 20:29;0;0;Cerco la mia figlioletta scampata al naufragio di un barcone di migranti: scappava dal Sudan”  ;;;;"""682282459732525056""";"https://twitter.com/cotoelgyes/status/682282459732525056
";0;1
matteorenzi;2015-12-24 13:39;548;1181;Pompei, emozione senza fine. Faceva notizie per i crolli, adesso per i restauri. Oggi inaugurate 6 nuove domus #italiariparte;;;#;"""680004966828912640""";"https://twitter.com/matteorenzi/status/680004966828912640
";0;1
STUDIOSERIOSRL;2015-12-30 13:23;0;1;i profughi hanno ragioneniente cibo ma contantiperché non si muore di fame , si muore di soldi;;;;"""682190382717886464""";"https://twitter.com/STUDIOSERIOSRL/status/682190382717886464
";-1;1
matteorenzi;2018-12-30 20:34;634;2791;Legge di Bilancio approvata. Hanno raddoppiato le tasse ai volontari e fatto il condono per Pomigliano e non solo. Hanno aumentato le tasse. Oggi occupano la RAI. Mettiamola così: il 2019 ci dirà chi ha ragione. Spero abbiano ragione loro. Ma temo ci aspetti una crisi economica.;;;;"""1079460799360446469""";"https://twitter.com/matteorenzi/status/1079460799360446469
";-1;1
matteorenzi;2015-12-24 13:39;548;1181;Pompei, emozione senza fine. Faceva notizie per i crolli, adesso per i restauri. Oggi inaugurate 6 nuove domus #italiariparte;;;#;"""680004966828912640""";"https://twitter.com/matteorenzi/status/680004966828912640
";0;1
